id,unit_id,type,role,related_main_id,prompt,options,correct_index,image,audio,explanation
44,3,select_blank,exercise,41,Test functions must start with ___.,test_|check_|run_,0,,,"They must begin with 'test_' to signal to the framework that they are executable tests; otherwise, the framework will ignore them completely."
45,3,true_false,exercise,41,A test class must start with Test.,,true,,,A class named TestLogin is discovered; loginTest is not.
46,3,multiple_choice,exercise,41,pytest test classes must not define:,__init__|test_x|self,0,,,A test class with its own __init__ is skipped by pytest's collector.
47,3,true_false,exercise,41,TestLogin is a valid test class name.,,true,,,"While functions need specific naming conventions, classes are free to use any descriptive name related to the module being tested."
48,3,true_false,exercise,41,loginTest is a valid pytest class name.,,false,,,It doesn't start with a capital Test
49,4,multiple_choice,main,,assert fails the test when its expression is:,False|True|Empty,0,,,assert 2 + 2 == 5 fails the test because the expression is False; assert 2 + 2 == 4 passes silently.
50,4,true_false,preview,49,assert fails when its expression is False.,,true,,,"That's exactly right; `assert` checks if a condition is True, and if it evaluates to anything else (like False), it immediately raises an AssertionError."
51,4,true_false,exercise,49,assert 1 == 1 passes silently.,,true,,,A True expression means assert does nothing and the test moves on.
52,4,code_fill,exercise,49,Complete: check status code equals 200.,assert response.status_code == ___|200,,,,"We use 200 because it is the standard HTTP status code for 'OK,' indicating that the request was processed successfully. Using any other number would check for a different outcome, like an error or redirection."
53,4,multiple_choice,exercise,49,assert 5 > 10 will:,Fail|Pass|Bypass,0,,,"The expression 5 > 10 evaluates to False, and since 'assert' requires its condition to be True, the test will fail immediately. It won't pass because the assertion failed."
54,4,true_false,exercise,49,assert needs parentheses like a function.,,false,,,assert is a keyword
55,4,select_blank,exercise,49,assert stops the test if the expression is ___.,false|true|empty,0,,,"If the assertion expression evaluates to False, it means the expected condition was violated, causing the test run to stop immediately. If it is True, the test continues normally."
56,4,true_false,exercise,49,assert works with any boolean expression.,,true,,,This is correct because 'assert' simply checks if any given expression evaluates to True; it doesn't care how complex or simple that underlying boolean logic is.
57,4,multiple_choice,main,,A custom assert message follows a:,Comma|Colon|Semicolon,0,,,"assert total == 0, 'cart is empty' — the text after the comma only shows up if the assert fails."
58,4,true_false,preview,57,A comma adds a custom failure message.,,true,,,"Adding a comma allows you to append a descriptive string that will be displayed only if the assertion fails, which greatly helps when debugging test failures."
59,4,true_false,exercise,57,The message shows only on failure.,,true,,,A passing assert never shows the message — it's silent either way.
60,4,code_fill,exercise,57,Complete the failure message text.,"assert total == 0, 'cart is ___'|empty",,,,"When you provide a descriptive string as the second argument to assert, it populates the failure output, making it clear what condition was expected and failed (e.g., 'cart is empty')."
61,4,true_false,exercise,57,You must use a comma before the message.,,true,,,The comma separates the checked expression from the message text.
62,4,multiple_choice,exercise,57,The custom message helps you:,Debug|Slow tests|Bypass tests,0,,,"Custom messages are primarily for debugging because they add descriptive text to the failure output, telling you exactly what condition was violated."
63,4,true_false,exercise,57,The message runs even if assert passes.,,false,,,It's only ever shown when the assertion actually fails.
64,4,select_blank,exercise,57,"assert expr, ___ adds context on failure.",message|nothing|loop,0,,,"Including a descriptive string as the second argument to assert ensures that when the test fails, you get useful context explaining why it failed."
65,5,multiple_choice,main,,"On failure, pytest shows the:",Actual values|Just False|Nothing,0,,,assert x == 4 failing shows something like 'assert 3 == 4' — pytest rewrites the assert to reveal what x actually was.
66,5,true_false,preview,65,pytest shows actual values on failure.,,true,,,"This is true; when an assertion fails, pytest automatically prints both the expected and actual values, which is crucial for debugging."
67,5,true_false,exercise,65,This works without a custom message.,,true,,,You get the actual values for free
68,5,multiple_choice,exercise,65,This pytest feature is called:,Assertion rewriting|Test discovery|Scope setting,0,,,The feature modifies how test checks report failures.
69,5,true_false,exercise,65,Does it show failure details by default?,,false,,,"The framework only states that the assertion failed, unless you also pass a custom message."
70,5,select_blank,exercise,65,pytest ___ assert to add detail.,rewrites|deletes|ignores,0,,,"You use `pytest`'s context managers to effectively rewrite the assertion block and capture detailed failure information, which is much more powerful than simply deleting or ignoring the check."
71,5,true_false,exercise,65,Rewriting only happens on failing asserts.,,true,,,A passing assert is silent — the extra detail only appears on failure.
72,5,multiple_choice,exercise,65,Assertion rewriting saves you from writing:,Manual messages|Test files|Fixtures,0,,,"By using advanced assertion techniques, pytest automatically captures rich details upon failure, meaning you don't have to manually write verbose messages for every single test case."
73,5,true_false,exercise,65,You must import a debugger to see values.,,false,,,pytest shows the values automatically — no debugger or extra import needed.
74,6,multiple_choice,main,,You declare a fixture with:,@pytest.fixture|@pytest.mark|def only,0,,,"@pytest.fixture
`def sample_user():`
    return {'name': 'Ada'}"
75,6,true_false,preview,74,@pytest.fixture marks a setup function.,,true,,,True. The `@pytest.fixture` decorator is the mechanism used specifically to identify and register functions that serve as setup or teardown routines for tests.
76,6,true_false,exercise,74,Any function can be a fixture.,,false,,,Only a function decorated with @pytest.fixture is treated as one.
77,6,short_answer,exercise,74,Decorator that declares a fixture?,@pytest.fixture,,,,This is the required decorator; it tells pytest that the function immediately following it should be recognized and managed as a reusable fixture resource.
78,6,multiple_choice,exercise,74,A fixture function usually provides:,Test data|Random noise|Nothing,0,,,"Fixtures are designed to set up and provide controlled, consistent test data or objects that multiple tests can share and rely upon during execution."
79,6,true_false,exercise,74,Fixtures reduce repeated setup code.,,true,,,Write the setup once as a fixture
80,6,select_blank,exercise,74,@pytest.fixture goes ___ the function.,above|below|inside,0,,,"@pytest.fixture needs to be defined above the function it provides a fixture for, so that pytest can find and use it."
81,6,true_false,exercise,74,A fixture must return a value.,,false,,,A fixture can also just perform setup and return nothing at all.
82,6,multiple_choice,main,,A test uses a fixture by:,Parameter name|Import statement|File path,0,,,"`def test_profile(sample_user):`
    assert sample_user['name'] == 'Ada'  # pytest matches the parameter name to the fixture"
83,6,true_false,preview,82,Tests request fixtures by parameter name.,,true,,,"Yes, fixtures are requested by simply listing their name as an argument in the test function signature, which is how pytest knows what resources to set up."
84,6,true_false,exercise,82,The parameter name must match the fixture name.,,true,,,pytest looks up fixtures by exact name
85,6,true_false,exercise,82,You must import fixtures like functions.,,false,,,No import needed — naming the parameter is the whole mechanism.
86,6,multiple_choice,exercise,82,pytest injects a fixture's:,Return value|File path|Class name,0,,,Pytest always injects the return value of a fixture into the decorated test function. It doesn't care about file paths or class names unless those are explicitly used as inputs.
87,6,true_false,exercise,82,A test can request several fixtures.,,true,,,Just list more parameters — one per fixture you want to use.
88,6,select_blank,exercise,82,Naming a parameter ___ a fixture requests it.,like|unlike|without,0,,,"You must name a parameter exactly like the fixture you want to use; if the names don't match, pytest won't know which resource to inject."
89,6,multi_select,exercise,82,Which are true about fixture injection?,Param name|By import|Multiple allowed|File path,0|2,,,"Matching the parameter name is how pytest finds a fixture, and a test can request as many as it needs."
151,7,true_false,preview,152,A fixture's scope decides how often it reruns.,,true,,,"Scope is set with @`pytest.fixture(scope=""..."")` — the default is 'function', meaning it reruns for every single test."
152,7,multiple_choice,main,,The default fixture scope is:,Function|Session|Module,0,,,@pytest.fixture with no scope argument reruns for every test. Use @`pytest.fixture(scope='module')` to share one instance across a whole file instead. It creates a single instance of the fixture for the entire pytest run.
153,7,true_false,exercise,152,Session scope reruns once per test.,,false,,,Session scope actually runs once for the entire test run — the opposite of function scope.
154,7,multiple_choice,exercise,152,Which scope runs once per file?,Module|Function|Class,0,,,A module-scoped fixture is built once and reused by every test in that file.
155,7,select_blank,exercise,152,Session scope fixtures run only ___.,once|every test|every class,0,,,"Session scope fixtures run only once for the entire test session, meaning they are set up before any tests and torn down after all of them."
156,7,true_false,exercise,152,Function scope is pytest's default.,,true,,,"Yes, pytest defaults to function scope, meaning fixtures are re-run before every single test function executes, which is ideal for keeping tests isolated."
157,7,multiple_choice,exercise,152,Which scope shares setup across a class?,Class|Function|Session,0,,,
158,7,order,exercise,152,Order these scopes from narrowest to widest.,Function|Class|Module|Session,,,,Each level widens how many tests share the same fixture instance.
159,7,match_pairs,exercise,152,Match each scope to how often it runs.,Function↔Each test|Class↔Each class|Module↔Each file|Session↔Whole run,,,,"The scope determines the lifecycle of a fixture; 'session' runs only once per entire suite, while 'function' ensures setup and teardown happen before every single test case."
160,7,true_false,preview,161,Broader fixture scope trades isolation for speed.,,true,,,"A session-scoped database connection is fast to set up once, but tests now share state and can affect each other."
161,7,multiple_choice,main,,A broad fixture scope is usually:,Faster|Slower|Unrelated,0,,,"Fewer setup/teardown runs means less overhead, but tests sharing one instance can leak state between each other. Good test isolation ensures that one test cannot affect the outcome of another. Class scope means a fixture is built once per test class and shared by every test method inside it."
162,7,true_false,exercise,161,Narrower scope means safer test isolation.,,true,,,"Function scope gives every test its own fresh instance, so nothing carries over."
163,7,multiple_choice,exercise,161,Sharing fixture state risks:,Test leakage|Faster runs|Nothing,0,,,Sharing state risks test leakage because one test might leave behind data or side effects that unintentionally cause another test to fail or pass incorrectly.
164,7,multiple_choice,exercise,161,Function scope favors:,Isolation|Speed|Neither,0,,,"Function scope is best for isolation because fixtures are guaranteed to run before every single test, ensuring each test starts with a clean environment."
165,7,multiple_choice,exercise,161,Session scope favors:,Speed|Isolation|Neither,0,,,"Session scope favors speed because the fixture setup only runs once for the entire test suite, avoiding redundant and time-consuming initialization between tests."
166,7,select_blank,exercise,161,Wider scope means ___ but riskier tests.,faster|slower|safer,0,,,"Wider scope allows you to test more functionality at once, which is efficient but increases the chance of encountering unexpected bugs or edge cases."
167,7,true_false,exercise,161,Class scope is broader than function scope.,,true,,,"Class scope defines variables accessible by all methods within a class instance, making it broader than function scope which only sees local variables."
168,7,true_false,exercise,161,Broad scope can leak state between tests.,,true,,,"A session-scoped fixture wrapping a list, for example, keeps whatever a test appended to it for every test after."
169,8,true_false,preview,170,`conftest.py` fixtures need no import to use.,,true,,,pytest automatically discovers `conftest.py` and makes its fixtures available to every test in that directory.
170,8,multiple_choice,main,,`conftest.py` fixtures are available:,Without import|If imported|Never,0,,,"Define def `db()`: ... in `tests/conftest.py`, and any test file in tests/ can just take db as a parameter — no import line needed."
171,8,true_false,exercise,170,You must import fixtures from `conftest.py`.,,false,,,That's the whole point of `conftest.py` — pytest wires it up automatically.
172,8,true_false,exercise,170,`conftest.py` fixtures apply to their directory.,,true,,,"The fixtures defined in `conftest.py` are automatically discovered and applied to the test directory they reside in, even if you don't explicitly import them."
173,8,short_answer,exercise,170,Name the shared-fixtures file pytest auto-loads.,conftest.py,,,,Pytest automatically loads any file named `conftest.py` found within your testing structure to access shared fixture definitions.
174,8,multiple_choice,exercise,170,`conftest.py` fixtures reach:,Whole project|One file|Nothing,0,,,"Well, at least everything in and below the directory that holds that `conftest.py`."
175,8,select_blank,exercise,170,conftest.py fixtures work with ___ import.,no|explicit|manual,0,,,Fixtures defined in `conftest.py` are designed to be discovered by pytest without needing an explicit import statement.
176,8,true_false,exercise,170,pytest finds `conftest.py` files automatically.,,true,,,"Pytest is designed to automatically discover any `conftest.py` file within your test path, so you never have to manually tell it where they are located."
177,8,multiple_choice,exercise,170,"Without `conftest.py`, sharing needs:",Imports|Nothing|Magic,0,,,Without it you'd have to import the fixture function into every test file by hand.
178,8,true_false,preview,179,A nested `conftest.py` overrides its parent's fixture.,,true,,,"pytest walks from the test file up to the root, and the closest `conftest.py` wins."
179,8,multiple_choice,main,,A closer `conftest.py` fixture:,Overrides parent|Is ignored|Errors always,0,,,"A `tests/api/conftest.py` can redefine a fixture from `tests/conftest.py`, and only tests under tests/api/ see the new version."
180,8,true_false,exercise,179,Subdirectories inherit parent conftest fixtures.,,true,,,"Fixtures defined in a parent directory are inherited by all subdirectories, which is great for ensuring consistent setup across your entire project structure."
181,8,true_false,exercise,179,A subdirectory conftest can redefine a fixture.,,true,,,"Yes, if a subdirectory defines a fixture with the same name as its parent, the child's definition will override the parent's version for tests within that specific folder."
182,8,multiple_choice,exercise,179,Root conftest fixtures reach:,Whole project|One folder|Nothing,0,,,"Fixtures defined in a top-level `conftest.py` are available everywhere, making them ideal for setting up resources needed across your entire test suite."
183,8,select_blank,exercise,179,A test uses the ___ matching conftest.,closest|farthest|random,0,,,"Pytest prioritizes fixtures found in the directory that is physically closest to the test file, meaning local setup definitions will always take precedence over global ones."
184,8,true_false,exercise,179,`conftest.py` files need explicit registration.,,false,,,pytest discovers them by filename and folder position alone.
185,8,multiple_choice,exercise,179,Nested `conftest.py` mirrors your:,Folder structure|File imports|Class names,0,,,"The location of the `conftest.py` file dictates which tests discover it, so nesting them mirrors your actual directory layout. It's about where the files live in the project structure, not what they contain or how you import things."
186,8,multiple_choice,exercise,179,Multiple `conftest.py` files can:,Coexist nested|Never coexist|Conflict always,0,,,They are designed to work together; you can nest multiple `conftest.py` files in different folders. The test framework intelligently merges these fixtures from all discovered locations without causing conflicts.
187,9,true_false,preview,188,tmp_path gives each test a fresh folder.,,true,,,"It's a pathlib.Path pointing at a brand-new, empty temp directory just for that test."
188,9,multiple_choice,main,,tmp_path fixture provides a:,Temp folder|Network socket|Database,0,,,"def test_write(tmp_path): (tmp_path / 'out.txt').write_text('hi') — no real filesystem cleanup code needed, pytest handles it."
189,9,true_false,exercise,188,tmp_path is unique to each test.,,true,,,"This is true because it guarantees that every single test run gets its own isolated, clean temporary directory. This isolation prevents tests from accidentally interfering with each other's setup or cleanup."
190,9,multiple_choice,exercise,188,tmp_path returns a:,Path object|String only|List,0,,,"It's a pathlib.Path, so you can use / to join paths directly."
191,9,select_blank,exercise,188,tmp_path avoids polluting your ___ directory.,project|memory|network,0,,,"Using tmp_path ensures that temporary files are stored in a system-managed location, keeping your primary project directory clean and clutter-free."
192,9,multiple_choice,exercise,188,Writing test files should use:,tmp_path|Home folder|System root,0,,,You should use tmp_path when your tests need to generate or interact with temporary resources. Using permanent locations like the home folder or system root is risky because those are not meant to be modified during testing.
193,9,true_false,exercise,188,Two tests share the same tmp_path.,,false,,,"Each test gets its own unique directory, even within the same test run."
194,9,multiple_choice,exercise,188,tmp_path is useful for testing:,File I/O|Networking|Threading,0,,,"It creates a temporary directory structure specifically designed to handle file system interactions, making it perfect for testing code that reads or writes files."
195,9,multiple_choice,exercise,188,tmp_path is provided by:,pytest itself|A plugin|The OS,0,,,No install needed — it ships with pytest out of the box.
196,9,true_false,preview,197,capsys captures printed output in tests.,,true,,,It intercepts stdout and stderr so a test can assert on what a function printed.
197,9,multiple_choice,main,,capsys lets you check a test's:,Printed output|Return value|File size,0,,,"`def test_hi(capsys):`
    `greet()`
    `out = capsys.readouterr().out`
    assert out == 'hi
'"
198,9,true_false,exercise,197,capsys captures stdout and stderr.,,true,,,
199,9,multiple_choice,exercise,197,`capsys.readouterr()` returns:,Captured text|A path|A boolean,0,,,It gives back an object with .out and .err attributes.
200,9,true_false,exercise,197,"Without capsys, `print()` output stays unchecked.",,true,,,"pytest normally swallows stdout during a run, so you'd have no way to assert on it."
201,9,code_fill,exercise,197,Complete the call reading captured output.,captured = capsys.___()|readouterr,,,,`readouterr()` returns the captured text and clears the buffer for the next read.
202,9,select_blank,exercise,197,capsys.readouterr() returns .out and .___.,err|end|len,0,,,It collects both the normal program output (stored in .out) and any errors printed to the standard error stream (stored in .err).
203,9,true_false,exercise,197,capsys works without redirecting print yourself.,,true,,,"This is true because the library intercepts and captures anything printed to stdout automatically, so you don't need extra setup code."
204,9,multiple_choice,exercise,197,capsys is mainly used for testing:,CLI output|GUI clicks|Network calls,0,,,It's designed specifically to capture and inspect any text output generated by a program running in the command line interface environment.
205,9,true_false,preview,206,monkeypatch changes things temporarily during a test.,,true,,,It automatically undoes every change it made once the test finishes.
206,9,multiple_choice,main,,monkeypatch safely modifies things:,Temporarily|Permanently|Never,0,,,"`monkeypatch.setenv('DEBUG', '1')` sets it for this test only — pytest reverts it right after, pass or fail."
207,9,true_false,exercise,206,monkeypatch reverts changes after the test.,,true,,,"Yes, this is a key feature; it ensures that your tests are isolated by restoring the original function or class definition once the test finishes."
208,9,multiple_choice,exercise,206,monkeypatch.setenv sets a:,Env variable|File path|Database row,0,,,"The function is specifically designed to manage environment variables, so it sets an env var. It has nothing to do with file paths or database records."
209,9,code_fill,exercise,206,Complete setting an environment variable.,"monkeypatch.___('KEY', 'value')|setenv",,,,"To actually set a variable, you need to use the specific method signature provided by the library, like `monkeypatch.setenv('KEY', 'value')`. Simply using `setenv` alone isn't enough; it needs the arguments."
210,9,select_blank,exercise,206,monkeypatch.setattr changes an object's ___.,attribute|filename|network,0,,,"`monkeypatch.setattr(obj, 'method', fake_method)` swaps in a fake version for the test."
211,9,true_false,exercise,206,monkeypatch can replace a function during a test.,,true,,,"Yes, that is its main purpose—it allows you to temporarily swap out real functions with mock versions just for the duration of your test. This lets you isolate components without needing complex setup."
212,9,multiple_choice,exercise,206,monkeypatch.delenv removes a:,Env variable|Test file|Fixture,0,,,"The name `delenv` clearly indicates that it is used to delete an environment variable. It cannot remove test files or fixtures, as those require different cleanup methods."
213,9,true_false,exercise,206,monkeypatch changes leak into other tests.,,false,,,That's exactly what monkeypatch is designed to prevent.
214,10,true_false,preview,215,yield splits a fixture into setup and teardown.,,true,,,Everything before yield is setup; everything after it is cleanup.
215,10,multiple_choice,main,,Code after yield in a fixture is:,Teardown|Setup|Ignored,0,,,def resource(): r = open_conn(); yield r; r.close() — the close() call only runs after the test finishes using r.
216,10,true_false,exercise,215,Code before yield runs as setup.,,true,,,"That's correct; the code placed before `yield` acts as the setup phase, running necessary initialization steps. The code after `yield` handles the teardown or cleanup."
217,10,multiple_choice,exercise,215,"After yield, cleanup code is:",Teardown|Setup|Unused,0,,,"The code that runs after the test logic has completed is called teardown, and this is where you handle cleanup tasks. Setup always executes before the test starts."
218,10,true_false,exercise,215,A fixture can yield a value tests use.,,true,,,Whatever you pass to yield becomes the fixture's value inside the test function.
219,10,select_blank,exercise,215,yield fixtures split setup from ___.,teardown|imports|assertions,0,,,Using yield fixtures is specifically designed to split a single fixture into two distinct phases: setup (before yield) and teardown (after yield).
220,10,multiple_choice,exercise,215,What do return fixtures never run?,Teardown|Setup|Injection,0,,,A plain return fixture has no built-in place to run cleanup code.
221,10,true_false,exercise,215,Only one yield fixture per file is allowed.,,false,,,A file can define as many yield fixtures as it needs.
222,10,multiple_choice,exercise,215,The value tests receive comes from:,Before yield|After yield|Neither,0,,,"The value the test receives is the object that was yielded, which happens right before the test function executes its main body of code."
223,10,code_fill,exercise,215,Complete the fixture that uses yield.,"@pytest.fixture
def resource():
    r = open_conn()
    ___ r
    r.close()|yield",,,,"You must use yield to pause the fixture execution, allowing the resource to be passed to the test while ensuring the rest of the cleanup code runs afterward."
224,10,true_false,preview,225,Teardown code runs even if a test fails.,,true,,,"pytest always runs the code after yield, whether the test passed, failed, or raised."
225,10,multiple_choice,main,,"If a test fails, teardown:",Still runs|Is skipped|Errors,0,,,"A failed assert still triggers `r.close()` — pytest guarantees teardown runs no matter what, so connections never leak."
226,10,true_false,exercise,225,Teardown guarantees cleanup like closing files.,,true,,,"That's correct; teardown is crucial because it guarantees that resources like database connections or open files are properly closed, even if the test fails unexpectedly."
227,10,multiple_choice,exercise,225,Guaranteed teardown prevents:,Resource leaks|Faster runs|More bugs,0,,,"Teardown code is specifically designed to clean up resources like file handles or database connections, which directly prevents resource leaks. If teardown isn't guaranteed, those resources might remain open, causing issues later on."
228,10,true_false,exercise,225,An assertion failure skips fixture teardown.,,false,,,This is false because the testing framework is robust enough to clean up resources even if a test fails or raises an exception. Fixture teardowns are critical for maintaining a stable environment regardless of the outcome.
229,10,select_blank,exercise,225,"Teardown always ___, pass or fail.",runs|skips|fails,0,,,
230,10,multiple_choice,exercise,225,A yield fixture closing a file does so in:,Teardown|Setup|Neither,0,,,"The code that runs after the `yield` statement executes during the teardown phase, ensuring resources are cleaned up correctly. This pattern is used to manage setup and cleanup within a single fixture."
231,10,true_false,exercise,225,Multiple yield fixtures tear down in reverse order.,,true,,,The last fixture set up is the first one torn down — like unwinding a stack.
232,10,multiple_choice,exercise,225,This setup/cleanup split resembles Python's:,try/finally|for loop|import system,0,,,"finally always runs too, whether the try block succeeded or raised."
233,11,true_false,preview,234,parametrize reruns one test with different inputs.,,true,,,"One test function becomes many test runs, one per value you supply."
234,11,multiple_choice,main,,@pytest.mark.parametrize runs a test:,Multiple times|Once only|Never,0,,,"@`pytest.mark.parametrize('n', [1, 2, 3])` turns `test_positive(n)` into three separate test runs, one per value."
235,11,true_false,exercise,234,Each parametrize value becomes a separate test run.,,true,,,
236,11,multiple_choice,exercise,234,Parametrize avoids writing:,Duplicate tests|More fixtures|Assertions,0,,,"Instead of test_positive_1, test_positive_2, and so on, you write one test and a list of inputs."
237,11,true_false,exercise,234,Parametrized failures show which input failed.,,true,,,pytest reports each run with its specific input value in the test name.
238,11,select_blank,exercise,234,parametrize takes names and a list of ___.,values|fixtures|files,0,,,"You must provide the parameter names you want to use, followed by a list of specific values that will be passed into those parameters for each test run. This structure dictates what data the function receives."
239,11,multiple_choice,exercise,234,Parametrize is best for testing:,Many inputs|One input|No inputs,0,,,"Parametrize is designed to execute the same test logic multiple times using different sets of inputs, making it ideal for covering many input scenarios efficiently."
240,11,true_false,exercise,234,Parametrize needs a separate function per case.,,false,,,That's precisely what it removes the need for.
241,11,multiple_choice,exercise,234,Each parametrized run gets a unique:,Test ID|File name|Class,0,,,"You'll see names like test_positive[1], test_positive[2] in the output."
242,11,true_false,preview,243,parametrize's first argument names the parameter.,,true,,,"In `parametrize('n', [1, 2, 3])`, 'n' becomes the test function's parameter name."
